Classification Code,Start Range,End Range,Start Range Number,End Range Number,Group1,Group2,Group3,Group4,Group5
RG,RG725,RG791,725.0,791.0,Gynecology and obstetrics,Obstetrics,Obstetric operations. Operative obstetrics,,
RG,RG791.001,RG800.999,791.001,800.999,Gynecology and obstetrics,Obstetrics,,,
RG,RG801,RG871,801.0,871.0,Gynecology and obstetrics,Obstetrics,Puerperal state,,
RG,RG871.001,RG939.999,871.001,939.999,Gynecology and obstetrics,Obstetrics,,,
RG,RG940,RG991,940.0,991.0,Gynecology and obstetrics,Obstetrics,Maternal care. Prenatal care services,,
RJ,RJ1,RJ47.299,1.0,47.299,Pediatrics,,,,
RJ,RJ47.3,RJ47.4,47.3,47.4,Pediatrics,Genetic aspects,,,
RJ,RJ47.401,RJ49.999,47.401,49.999,Pediatrics,,,,
RJ,RJ50,RJ51,50.0,51.0,Pediatrics,Examination. Diagnosis,,,
RJ,RJ51.001,RJ51.999,51.001,51.999,Pediatrics,,,,
RJ,RJ52,RJ53,52.0,53.0,Pediatrics,Therapeutics,,,
RJ,RJ53.001,RJ58.999,53.001,58.999,Pediatrics,,,,
RJ,RJ59,RJ60,59.0,60.0,Pediatrics,Infant and neonatal morbidity and mortality,,,
RJ,RJ60.001,RJ90.999,60.001,90.999,Pediatrics,,,,
RJ,RJ91,RJ91,91.0,91.0,Pediatrics,Supposed prenatal influence. Prenatal culture. Stirpiculture,,,
RJ,RJ91.001,RJ100.999,91.001,100.999,Pediatrics,,,,
RJ,RJ101,RJ103,101.0,103.0,Pediatrics,Child health. Child health services,,,
RJ,RJ103.001,RJ124.999,103.001,124.999,Pediatrics,,,,
RJ,RJ125,RJ145,125.0,145.0,Pediatrics,Physiology of children and adolescents,,,
RJ,RJ145.001,RJ205.999,145.001,205.999,Pediatrics,,,,
RJ,RJ206,RJ235,206.0,235.0,Pediatrics,Nutrition and feeding of children and adolescents,,,
RJ,RJ235.001,RJ239.999,235.001,239.999,Pediatrics,,,,
RJ,RJ240,RJ240,240.0,240.0,Pediatrics,Immunization of children (General),,,
RJ,RJ240.001,RJ241.999,240.001,241.999,Pediatrics,,,,
RJ,RJ242,RJ243,242.0,243.0,Pediatrics,Hospital care,,,
RJ,RJ243.001,RJ244.999,243.001,244.999,Pediatrics,,,,
RJ,RJ245,RJ247,245.0,247.0,Pediatrics,Nursing of children. Pediatric nursing,,,
RJ,RJ247.001,RJ249.999,247.001,249.999,Pediatrics,,,,
RJ,RJ250,RJ250.3,250.0,250.3,Pediatrics,Premature infants,,,
RJ,RJ250.301,RJ250.999,250.301,250.999,Pediatrics,,,,
RJ,RJ251,RJ325,251.0,325.0,Pediatrics,"Newborn infants Including physiology, care, treatment, diseases",,,
RJ,RJ325.001,RJ369.999,325.001,369.999,Pediatrics,,,,
RJ,RJ370,RJ498.999,370.0,498.999,Pediatrics,,,,
RJ,RJ499,RJ507,499.0,507.0,Pediatrics,Diseases of children and adolescents,Mental disorders. Child psychiatry,,
RJ,RJ507.001,RJ550,507.001,550.0,Pediatrics,Diseases of children and adolescents,,,
RJ,RJ550.001,RJ570,550.001,570.0,Pediatrics,,,,
RK,RK1,RK57.999,1.0,57.999,Dentistry,,,,
RK,RK58,RK59.3,58.0,59.3,Dentistry,Practice of dentistry. Dental economics,,,
RK,RK59.301,RK60.699,59.301,60.699,Dentistry,,,,
RK,RK60.7,RK60.8,60.7,60.8,Dentistry,Preventive dentistry,,,
RK,RK60.801,RK279.999,60.801,279.999,Dentistry,,,,
RK,RK280,RK280,280.0,280.0,Dentistry,Oral and dental anatomy and physiology,,,
RK,RK280.001,RK300.999,280.001,300.999,Dentistry,,,,
RK,RK301,RK493,301.0,493.0,Dentistry,Oral and dental medicine. Pathology. Diseases,,,
RK,RK493.001,RK500.999,493.001,500.999,Dentistry,,,,
RK,RK501,RK519,501.0,519.0,Dentistry,Operative dentistry. Restorative dentistry,,,
RK,RK519.001,RK519.999,519.001,519.999,Dentistry,,,,
RK,RK520,RK528,520.0,528.0,Dentistry,Orthodontics,,,
RK,RK528.001,RK528.999,528.001,528.999,Dentistry,,,,
RK,RK529,RK535,529.0,535.0,Dentistry,Oral surgery,,,
RK,RK535.001,RK640.999,535.001,640.999,Dentistry,,,,
RK,RK641,RK667,641.0,667.0,Dentistry,Prosthetic dentistry. Prosthodontics,,,
RK,RK667.001,RK715,667.001,715.0,Dentistry,,,,
RL,RL1,RL86.999,1.0,86.999,Dermatology,,,,
RL,RL87,RL94,87.0,94.0,Dermatology,Care and hygiene,,,
RL,RL94.001,RL94.999,94.001,94.999,Dermatology,,,,
RL,RL95,RL95,95.0,95.0,Dermatology,Pathological anatomy,,,
RL,RL95.001,RL109.999,95.001,109.999,Dermatology,,,,
RL,RL110,RL120,110.0,120.0,Dermatology,Therapeutics,,,
RL,RL120.001,RL129.999,120.001,129.999,Dermatology,,,,
RL,RL130,RL169,130.0,169.0,Dermatology,"Diseases of the glands, hair, nails",,,
RL,RL169.001,RL200.999,169.001,200.999,Dermatology,,,,
RL,RL201,RL331,201.0,331.0,Dermatology,"Hyperemias, inflammations, and infections of the skin",,,
RL,RL331.001,RL390.999,331.001,390.999,Dermatology,,,,
RL,RL391,RL489,391.0,489.0,Dermatology,Atrophies. Hypertrophies,,,
RL,RL489.001,RL674.999,489.001,674.999,Dermatology,,,,
RL,RL675,RL675,675.0,675.0,Dermatology,Chronic ulcer of the skin. Bedsores,,,
RL,RL675.001,RL700.999,675.001,700.999,Dermatology,,,,
RL,RL701,RL751,701.0,751.0,Dermatology,Diseases due to psychosomatic and nerve disorders. Dermatoneuroses,,,
RL,RL751.001,RL759.999,751.001,759.999,Dermatology,,,,
RL,RL760,RL785,760.0,785.0,Dermatology,Diseases due to parasites,,,
RL,RL785.001,RL789.999,785.001,789.999,Dermatology,,,,
RL,RL790,RL790,790.0,790.0,Dermatology,Pigmentations. Albinism,,,
RL,RL790.001,RL792.999,790.001,792.999,Dermatology,,,,
RL,RL793,RL793,793.0,793.0,Dermatology,Congenital disorders of the skin. Nevi. Moles,,,
RL,RL793.001,RL803,793.001,803.0,Dermatology,,,,
RM,RM1,RM137.999,1.0,137.999,Therapeutics.  Pharmacology,,,,
RM,RM138,RM138,138.0,138.0,Therapeutics.  Pharmacology,Drug prescribing,,,
RM,RM138.001,RM138.999,138.001,138.999,Therapeutics.  Pharmacology,,,,
RM,RM139,RM139,139.0,139.0,Therapeutics.  Pharmacology,Prescription writing,,,
RM,RM139.001,RM145.999,139.001,145.999,Therapeutics.  Pharmacology,,,,
RM,RM146,RM146.7,146.0,146.7,Therapeutics.  Pharmacology,Misuse of therapeutic drugs. Medication errors,,,
RM,RM146.701,RM146.999,146.701,146.999,Therapeutics.  Pharmacology,,,,
RM,RM147,RM180,147.0,180.0,Therapeutics.  Pharmacology,Administration of drugs and other therapeutic agents,,,
RM,RM180.001,RM181.999,180.001,181.999,Therapeutics.  Pharmacology,,,,
RM,RM182,RM190,182.0,190.0,Therapeutics.  Pharmacology,"Other therapeutic procedures Including acupuncture, pneumatic aspiration, spinal puncture, pericardial puncture",,,
RM,RM190.001,RM213.999,190.001,213.999,Therapeutics.  Pharmacology,,,,
RM,RM214,RM258,214.0,258.0,Therapeutics.  Pharmacology,Diet therapy. Dietary cookbooks,,,
RM,RM258.001,RM258.999,258.001,258.999,Therapeutics.  Pharmacology,,,,
RM,RM259,RM259,259.0,259.0,Therapeutics.  Pharmacology,Vitamin therapy,,,
RM,RM259.001,RM259.999,259.001,259.999,Therapeutics.  Pharmacology,,,,
RM,RM260,RM263,260.0,263.0,Therapeutics.  Pharmacology,Chemotherapy,,,
RM,RM263.001,RM264.999,263.001,264.999,Therapeutics.  Pharmacology,,,,
RM,RM265,RM267,265.0,267.0,Therapeutics.  Pharmacology,Antibiotic therapy. Antibiotics,,,
RM,RM267.001,RM269.999,267.001,269.999,Therapeutics.  Pharmacology,,,,
RM,RM270,RM282,270.0,282.0,Therapeutics.  Pharmacology,Immunotherapy. Serotherapy,,,
RM,RM282.001,RM282.999,282.001,282.999,Therapeutics.  Pharmacology,,,,
RM,RM283,RM298,283.0,298.0,Therapeutics.  Pharmacology,Endocrinotherapy. Organotherapy,,,
RM,RM298.001,RM299.999,298.001,299.999,Therapeutics.  Pharmacology,,,,
RM,RM300,RM666,300.0,666.0,Therapeutics.  Pharmacology,Drugs and their actions,,,
RM,RM666.001,RM670.999,666.001,670.999,Therapeutics.  Pharmacology,,,,
RM,RM671,RM671.5,671.0,671.5,Therapeutics.  Pharmacology,Nonprescription drugs. Patent medicines,,,
RM,RM671.501,RM694.999,671.501,694.999,Therapeutics.  Pharmacology,,,,
RM,RM695,RM893,695.0,893.0,Therapeutics.  Pharmacology,"Physical medicine. Physical therapy Including massage, exercise, occupational therapy, hydrotherapy, phototherapy, radiotherapy, thermotherapy, electrotherapy",,,
RM,RM893.001,RM929.999,893.001,929.999,Therapeutics.  Pharmacology,,,,
RM,RM930,RM931,930.0,931.0,Therapeutics.  Pharmacology,Rehabilitation therapy,,,
RM,RM931.001,RM949.999,931.001,949.999,Therapeutics.  Pharmacology,,,,
RM,RM950,RM950,950.0,950.0,Therapeutics.  Pharmacology,Rehabilitation technology,,,
RS,RS1,RS124.999,1.0,124.999,Pharmacy and materia medica,,,,
RS,RS125,RS131.9,125.0,131.9,Pharmacy and materia medica,Formularies. Collected prescriptions,,,
RS,RS131.901,RS138.999,131.901,138.999,Pharmacy and materia medica,,,,
RS,RS139,RS141.9,139.0,141.9,Pharmacy and materia medica,Pharmacopoeias,,,
RS,RS141.901,RS151.199,141.901,151.199,Pharmacy and materia medica,,,,
RS,RS151.2,RS151.9,151.2,151.9,Pharmacy and materia medica,Dispensatories,,,
RS,RS151.901,RS152.999,151.901,152.999,Pharmacy and materia medica,,,,
RS,RS153,RS159.999,153.0,159.999,Pharmacy and materia medica,,,,
RS,RS160,RS167,160.0,167.0,Pharmacy and materia medica,Materia medica,"Pharmacognosy. Pharmaceutical substances (Plant, animal, and inorganic)",,
RS,RS167.001,RS188.999,167.001,188.999,Pharmacy and materia medica,Materia medica,,,
RS,RS189,RS190,189.0,190.0,Pharmacy and materia medica,Materia medica,Assay methods. Standardization. Analysis,,
RS,RS190.001,RS191.999,190.001,191.999,Pharmacy and materia medica,Materia medica,,,
RS,RS192,RS199,192.0,199.0,Pharmacy and materia medica,Materia medica,Pharmaceutical technology,,
RS,RS199.001,RS199.999,199.001,199.999,Pharmacy and materia medica,Materia medica,,,
RS,RS200,RS201,200.0,201.0,Pharmacy and materia medica,Materia medica,Pharmaceutical dosage forms,,
RS,RS201.001,RS249.999,201.001,249.999,Pharmacy and materia medica,Materia medica,,,
RS,RS250,RS252,250.0,252.0,Pharmacy and materia medica,Materia medica,Commercial preparations. Patent medicines,,
RS,RS252.001,RS354.999,252.001,354.999,Pharmacy and materia medica,Materia medica,,,
RS,RS355,RS356,355.0,356.0,Pharmacy and materia medica,Materia medica,Pharmaceutical supplies,,
RS,RS356.001,RS399.999,356.001,399.999,Pharmacy and materia medica,Materia medica,,,
RS,RS400,RS431,400.0,431.0,Pharmacy and materia medica,Materia medica,Pharmaceutical chemistry,,
RS,RS431.001,RS440.999,431.001,440.999,Pharmacy and materia medica,Materia medica,,,
RS,RS441,RS441,441.0,441.0,Pharmacy and materia medica,Materia medica,Microscopical examination of drugs,,
RT,RT1,RT88.999,1.0,88.999,Nursing,,,,
RT,RT89,RT120,89.0,120.0,Nursing,Specialties in nursing,,,
RV,RV1,RV431,1.0,431.0,"Botanic, Thomsonian, and eclectic medicine",,,,
RX,RX1,RX210.999,1.0,210.999,Homeopathy,,,,
RX,RX211,RX581,211.0,581.0,Homeopathy,"Diseases, treatment, etc.",,,
RX,RX581.001,RX600.999,581.001,600.999,Homeopathy,,,,
RX,RX601,RX675,601.0,675.0,Homeopathy,Materia medica and therapeutics,,,
RX,RX675.001,RX681,675.001,681.0,Homeopathy,,,,
RZ,RZ1,RZ200.999,1.0,200.999,Other systems of medicine,,,,
RZ,RZ201,RZ275,201.0,275.0,Other systems of medicine,Chiropractic,,,
RZ,RZ275.001,RZ300.999,275.001,300.999,Other systems of medicine,,,,
RZ,RZ301,RZ397.5,301.0,397.5,Other systems of medicine,Osteopathy,,,
RZ,RZ397.501,RZ398.999,397.501,398.999,Other systems of medicine,,,,
RZ,RZ399,RZ399,399.0,399.0,Other systems of medicine,"Osteo-magnetics, neuropathy, etc., A-Z",,,
RZ,RZ399.001,RZ399.999,399.001,399.999,Other systems of medicine,,,,
RZ,RZ400,RZ408,400.0,408.0,Other systems of medicine,Mental healing,,,
RZ,RZ408.001,RZ409.699,408.001,409.699,Other systems of medicine,,,,
RZ,RZ409.7,RZ999,409.7,999.0,Other systems of medicine,"Miscellaneous systems and treatments Including magnetotherapy, mesmerism, naturopathy, organomic medicine, phrenology, radiesthesia",,,
S,S1,S20.999,1.0,20.999,Agriculture (General),,,,
S,S21,S400.5,21.0,400.5,Agriculture (General),Documents and other collections,,,
S,S400.501,S402.999,400.501,402.999,Agriculture (General),,,,
S,S403,S403,403.0,403.0,Agriculture (General),"Agricultural missions, voyages, etc.",,,
S,S403.001,S418.999,403.001,418.999,Agriculture (General),,,,
S,S419,S482,419.0,482.0,Agriculture (General),History,,,
S,S482.001,S529.999,482.001,529.999,Agriculture (General),,,,
S,S530,S539.499,530.0,539.499,Agriculture (General),,,,
S,S539.5,S542.3,539.5,542.3,Agriculture (General),Agricultural education,Research. Experimentation,,
S,S542.301,S543.999,542.301,543.999,Agriculture (General),Agricultural education,,,
S,S544,S545.53,544.0,545.53,Agriculture (General),Agricultural education,Agricultural extension work,,
S,S545.531,S547.999,545.531,547.999,Agriculture (General),Agricultural education,,,
S,S548,S548.6,548.0,548.6,Agriculture (General),Agricultural education,Historic farms,,
S,S548.601,S549.999,548.601,549.999,Agriculture (General),Agricultural education,,,
S,S550,S559,550.0,559.0,Agriculture (General),Agricultural education,Exhibitions. Fairs,,
S,S559.001,S559.999,559.001,559.999,Agriculture (General),Agricultural education,,,
S,S560,S571.5,560.0,571.5,Agriculture (General),"Farm economics. Farm management. Agricultural mathematics Including production standards, record keeping, farmwork rates, marketing",,,
S,S571.501,S582.999,571.501,582.999,Agriculture (General),,,,
S,S583,S587.73,583.0,587.73,Agriculture (General),Agricultural chemistry. Agricultural chemicals,,,
S,S587.731,S588.399,587.731,588.399,Agriculture (General),,,,
S,S588.4,S589.6,588.4,589.6,Agriculture (General),Agricultural physics Including radioisotopes in agriculture,,,
S,S589.601,S589.699,589.601,589.699,Agriculture (General),,,,
S,S589.7,S589.7,589.7,589.7,Agriculture (General),Agricultural ecology (General),,,
S,S589.701,S589.749,589.701,589.749,Agriculture (General),,,,
S,S589.75,S589.76,589.75,589.76,Agriculture (General),Agriculture and the environment,,,
S,S589.761,S589.799,589.761,589.799,Agriculture (General),,,,
S,S589.8,S589.87,589.8,589.87,Agriculture (General),Plant growing media. Potting soils,,,
S,S589.871,S589.999,589.871,589.999,Agriculture (General),,,,
S,S590,S599.9,590.0,599.9,Agriculture (General),"Soils. Soil science Including soil surveys, soil chemistry, soil structure, soil-plant relationships",,,
S,S599.901,S599.999,599.901,599.999,Agriculture (General),,,,
S,S600,S600.7,600.0,600.7,Agriculture (General),Agricultural meteorology. Crops and climate,,,
S,S600.701,S602.499,600.701,602.499,Agriculture (General),,,,
S,S602.5,S604.37,602.5,604.37,Agriculture (General),"Methods and systems of culture. Cropping systems Including fallowing, rotation of crops, plowing",,,
S,S604.371,S604.499,604.371,604.499,Agriculture (General),,,,
S,S604.5,S604.64,604.5,604.64,Agriculture (General),Agricultural conservation,,,
S,S604.641,S604.799,604.641,604.799,Agriculture (General),,,,
S,S604.8,S605.499,604.8,605.499,Agriculture (General),,,,
S,S605.5,S605.5,605.5,605.5,Agriculture (General),"Melioration: Improvement, reclamation, fertilization, irrigation, etc., of lands",Organic farming. Organiculture,,
S,S605.501,S605.999,605.501,605.999,Agriculture (General),"Melioration: Improvement, reclamation, fertilization, irrigation, etc., of lands",,,
S,S606,S621.5,606.0,621.5,Agriculture (General),"Melioration: Improvement, reclamation, fertilization, irrigation, etc., of lands","Special classes of lands and reclamation methods Including woodlands, burning of lands, deserts, saline environments, moors",,
S,S621.501,S621.999,621.501,621.999,Agriculture (General),"Melioration: Improvement, reclamation, fertilization, irrigation, etc., of lands",,,
S,S622,S627,622.0,627.0,Agriculture (General),Soil conservation and protection,,,
S,S627.001,S630.999,627.001,630.999,Agriculture (General),,,,
S,S631,S667,631.0,667.0,Agriculture (General),Fertilizers and improvement of the soil,,,
S,S667.001,S670.999,667.001,670.999,Agriculture (General),,,,
S,S671,S760.5,671.0,760.5,Agriculture (General),Farm machinery and farm engineering,,,
S,S760.501,S769.999,760.501,769.999,Agriculture (General),,,,
S,S770,S790.3,770.0,790.3,Agriculture (General),Agricultural structures. Farm buildings,,,
S,S790.301,S899.999,790.301,899.999,Agriculture (General),,,,
S,S900,S972,900.0,972.0,Agriculture (General),Conservation of natural resources Including land conservation,,,
SB,SB1,SB38.999,1.0,38.999,Plant culture,,,,
SB,SB39,SB39,39.0,39.0,Plant culture,"Horticultural voyages, etc.",,,
SB,SB39.001,SB70.999,39.001,70.999,Plant culture,,,,
SB,SB71,SB87,71.0,87.0,Plant culture,History,,,
SB,SB87.001,SB106.999,87.001,106.999,Plant culture,,,,
SB,SB107,SB109,107.0,109.0,Plant culture,Economic botany,,,
SB,SB109.001,SB109.699,109.001,109.699,Plant culture,,,,
SB,SB109.7,SB111,109.7,111.0,Plant culture,"Methods for special areas Including cold regions, dry farming, tropical agriculture",,,
SB,SB111.001,SB111.999,111.001,111.999,Plant culture,,,,
SB,SB112,SB112,112.0,112.0,Plant culture,Irrigation farming,,,
SB,SB112.001,SB113.199,112.001,113.199,Plant culture,,,,
SB,SB113.2,SB118.46,113.2,118.46,Plant culture,Seeds. Seed technology,,,
SB,SB118.461,SB118.479,118.461,118.479,Plant culture,,,,
SB,SB118.48,SB118.75,118.48,118.75,Plant culture,Nurseries. Nursery industry,,,
SB,SB118.751,SB118.999,118.751,118.999,Plant culture,,,,
SB,SB119,SB124,119.0,124.0,Plant culture,"Propagation Including breeding, selection, grafting, air layering",,,
SB,SB124.001,SB124.999,124.001,124.999,Plant culture,,,,
SB,SB125,SB125,125.0,125.0,Plant culture,Training and pruning,,,
SB,SB125.001,SB125.999,125.001,125.999,Plant culture,,,,
SB,SB126,SB126,126.0,126.0,Plant culture,Artificial light gardening,,,
SB,SB126.001,SB126.499,126.001,126.499,Plant culture,,,,
SB,SB126.5,SB126.57,126.5,126.57,Plant culture,Hydroponics. Soilless agriculture,,,
SB,SB126.571,SB126.999,126.571,126.999,Plant culture,,,,
SB,SB127,SB127,127.0,127.0,Plant culture,Forcing,,,
SB,SB127.001,SB127.999,127.001,127.999,Plant culture,,,,
SB,SB128,SB128,128.0,128.0,Plant culture,Growth regulators,,,
SB,SB128.001,SB128.999,128.001,128.999,Plant culture,,,,
SB,SB129,SB130,129.0,130.0,Plant culture,"Harvesting, curing, storage",,,
SB,SB130.001,SB168.999,130.001,168.999,Plant culture,,,,
SB,SB169,SB172.5,169.0,172.5,Plant culture,Tree crops,,,
SB,SB172.501,SB174.999,172.501,174.999,Plant culture,,,,
SB,SB175,SB177,175.0,177.0,Plant culture,Food crops,,,
SB,SB177.001,SB182.999,177.001,182.999,Plant culture,,,,
SB,SB183,SB317,183.0,317.0,Plant culture,"Field crops Including cereals, forage crops, grasses, legumes, root crops, sugar plants, textile plants, alkaloidal plants, medicinal plants",,,
SB,SB317.001,SB317.499,317.001,317.499,Plant culture,,,,
SB,SB317.5,SB319.864,317.5,319.864,Plant culture,Horticulture. Horticultural crops,,,
SB,SB319.865,SB319.999,319.865,319.999,Plant culture,,,,
SB,SB320,SB353.5,320.0,353.5,Plant culture,Vegetables,,,
SB,SB353.501,SB353.999,353.501,353.999,Plant culture,,,,
SB,SB354,SB380.999,354.0,380.999,Plant culture,,,,
SB,SB381,SB386,381.0,386.0,Plant culture,Fruit and fruit culture,Berries and small fruits,,
SB,SB386.001,SB386.999,386.001,386.999,Plant culture,Fruit and fruit culture,,,
SB,SB387,SB399,387.0,399.0,Plant culture,Fruit and fruit culture,Grape culture. Viticulture,,
SB,SB399.001,SB400.999,399.001,400.999,Plant culture,Fruit and fruit culture,,,
SB,SB401,SB401,401.0,401.0,Plant culture,Fruit and fruit culture,Nuts,,
SB,SB401.001,SB402,401.001,402.0,Plant culture,Fruit and fruit culture,,,
SB,SB402.001,SB402.999,402.001,402.999,Plant culture,,,,
SB,SB403,SB406.699,403.0,406.699,Plant culture,Fruit and fruit culture,,,
SB,SB406.7,SB406.83,406.7,406.83,Plant culture,Flowers and flower culture. Ornamental plants,Plant propagation,,
SB,SB406.831,SB408.999,406.831,408.999,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB409,SB413,409.0,413.0,Plant culture,Flowers and flower culture. Ornamental plants,Culture of individual plants,,
SB,SB413.001,SB413.999,413.001,413.999,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB414,SB414,414.0,414.0,Plant culture,Flowers and flower culture. Ornamental plants,Forcing,,
SB,SB414.001,SB414.599,414.001,414.599,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB414.6,SB417,414.6,417.0,Plant culture,Flowers and flower culture. Ornamental plants,Greenhouses and greenhouse culture,,
SB,SB417.001,SB417.999,417.001,417.999,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB418,SB418.4,418.0,418.4,Plant culture,Flowers and flower culture. Ornamental plants,Container gardening,,
SB,SB418.401,SB418.999,418.401,418.999,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB419,SB419.3,419.0,419.3,Plant culture,Flowers and flower culture. Ornamental plants,Indoor gardening and houseplants,,
SB,SB419.301,SB419.499,419.301,419.499,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB419.5,SB419.5,419.5,419.5,Plant culture,Flowers and flower culture. Ornamental plants,Roof gardening. Balcony gardening,,
SB,SB419.501,SB420.999,419.501,420.999,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB421,SB439.8,421.0,439.8,Plant culture,Flowers and flower culture. Ornamental plants,"Classes of plants Including annuals, climbers, ferns, lawns, perennials, shrubs",,
SB,SB439.801,SB440.999,439.801,440.999,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB441,SB441.75,441.0,441.75,Plant culture,Flowers and flower culture. Ornamental plants,Flower shows. Exhibitions,,
SB,SB441.751,SB442.499,441.751,442.499,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB442.5,SB442.5,442.5,442.5,Plant culture,Flowers and flower culture. Ornamental plants,Care and preparation of cut flowers and ornamental plants for market,,
SB,SB442.501,SB442.799,442.501,442.799,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB442.8,SB443.4,442.8,443.4,Plant culture,Flowers and flower culture. Ornamental plants,Marketing. Cut flower industry. Florists,,
SB,SB443.401,SB445.999,443.401,445.999,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB446,SB446.6,446.0,446.6,Plant culture,Flowers and flower culture. Ornamental plants,Horticultural service industry,,
SB,SB446.601,SB446.999,446.601,446.999,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB447,SB447,447.0,447.0,Plant culture,Flowers and flower culture. Ornamental plants,"Preservation and reproduction of flowers, fruits, etc.",,
SB,SB447.001,SB447.499,447.001,447.499,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB447.5,SB447.5,447.5,447.5,Plant culture,Flowers and flower culture. Ornamental plants,Bonkei. Tray landscapes,,
SB,SB447.501,SB448.999,447.501,448.999,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB449,SB450.87,449.0,450.87,Plant culture,Flowers and flower culture. Ornamental plants,Flower arrangement and decoration,,
SB,SB450.871,SB450.899,450.871,450.899,Plant culture,Flowers and flower culture. Ornamental plants,,,
SB,SB450.9,SB467.8,450.9,467.8,Plant culture,Gardens and gardening,,,
SB,SB467.801,SB468.999,467.801,468.999,Plant culture,,,,
SB,SB469,SB476.4,469.0,476.4,Plant culture,Landscape gardening. Landscape architecture,,,
SB,SB476.401,SB480.999,476.401,480.999,Plant culture,,,,
SB,SB481,SB486,481.0,486.0,Plant culture,"Parks and public reservations Including theory, management, history",,,
SB,SB486.001,SB598.999,486.001,598.999,Plant culture,,,,
SB,SB599,SB607.999,599.0,607.999,Plant culture,,,,
SB,SB608,SB608,608.0,608.0,Plant culture,Pests and diseases,Individual or types of plants or trees,,
SB,SB608.001,SB609.999,608.001,609.999,Plant culture,Pests and diseases,,,
SB,SB610,SB615,610.0,615.0,Plant culture,Pests and diseases,"Weeds, parasitic plants, etc.",,
SB,SB615.001,SB616.999,615.001,616.999,Plant culture,Pests and diseases,,,
SB,SB617,SB618,617.0,618.0,Plant culture,Pests and diseases,Poisonous plants,,
SB,SB618.001,SB620.999,618.001,620.999,Plant culture,Pests and diseases,,,
SB,SB621,SB795,621.0,795.0,Plant culture,Pests and diseases,Plant pathology,,
SB,SB795.001,SB817.999,795.001,817.999,Plant culture,Pests and diseases,,,
SB,SB818,SB945,818.0,945.0,Plant culture,Pests and diseases,Economic entomology,,
SB,SB945.001,SB949.999,945.001,949.999,Plant culture,Pests and diseases,,,
SB,SB950,SB950.899,950.0,950.899,Plant culture,,,,
SB,SB950.9,SB970.4,950.9,970.4,Plant culture,Pests and diseases,Pest control and treatment of diseases. Plant protection,Pesticides,
SB,SB970.401,SB972.999,970.401,972.999,Plant culture,Pests and diseases,Pest control and treatment of diseases. Plant protection,,
SB,SB973,SB973.5,973.0,973.5,Plant culture,Pests and diseases,Pest control and treatment of diseases. Plant protection,Soil disinfection,
SB,SB973.501,SB973.999,973.501,973.999,Plant culture,Pests and diseases,Pest control and treatment of diseases. Plant protection,,
SB,SB974,SB978,974.0,978.0,Plant culture,Pests and diseases,Pest control and treatment of diseases. Plant protection,Organic plant protection. Biological control,
SB,SB978.001,SB979.499,978.001,979.499,Plant culture,Pests and diseases,Pest control and treatment of diseases. Plant protection,,
SB,SB979.5,SB985,979.5,985.0,Plant culture,Pests and diseases,Pest control and treatment of diseases. Plant protection,Inspection. Quarantine,
SB,SB985.001,SB990.5,985.001,990.5,Plant culture,Pests and diseases,Pest control and treatment of diseases. Plant protection,,
SB,SB990.501,SB991.999,990.501,991.999,Plant culture,,,,
SB,SB992,SB998,992.0,998.0,Plant culture,Economic zoology applied to crops. Agricultural zoology Including animals injurious and beneficial to plants,,,
SB,SB998.001,SB1110,998.001,1110.0,Plant culture,,,,
SD,SD1,SD10.999,1.0,10.999,Forestry,,,,
SD,SD11,SD115,11.0,115.0,Forestry,Documents,,,
SD,SD115.001,SD118.999,115.001,118.999,Forestry,,,,
SD,SD119,SD119,119.0,119.0,Forestry,"Voyages, etc.",,,
SD,SD119.001,SD130.999,119.001,130.999,Forestry,,,,
SD,SD131,SD247.5,131.0,247.5,Forestry,History of forestry. Forest conditions,,,
SD,SD247.501,SD249.999,247.501,249.999,Forestry,,,,
SD,SD250,SD363.3,250.0,363.3,Forestry,Forestry education,,,
SD,SD363.301,SD387.999,363.301,387.999,Forestry,,,,
SD,SD388,SD388,388.0,388.0,Forestry,Forestry machinery and engineering,,,
SD,SD388.001,SD388.499,388.001,388.499,Forestry,,,,
SD,SD388.5,SD388.5,388.5,388.5,Forestry,Tools and implements,,,
SD,SD388.501,SD388.999,388.501,388.999,Forestry,,,,
SD,SD389,SD389,389.0,389.0,Forestry,Forest roads,,,
SD,SD389.001,SD389.999,389.001,389.999,Forestry,,,,
SD,SD390,SD390.43,390.0,390.43,Forestry,Forest soils,,,
SD,SD390.431,SD390.499,390.431,390.499,Forestry,,,,
